rownames,uid,state,votetrump,age,female,collegeed,racef,famincr,ideo,pid7na,bornagain,religimp,churchatd,prayerfreq,angryracism,whiteadv,fearraces,racerare,lrelig,lcograc,lemprac
2135,2135,California,,26,0,1,White,,3,1,0,3,3,7,,,,,0.2292131098416408,,
2136,2136,North Carolina,1,64,0,1,Asian,11,3,4,0,1,2,1,2,1,3,2,-1.152458049214514,-0.4551925376850848,0.4679751586170238
2137,2137,Indiana,1,62,0,1,Other,,5,5,1,3,,3,5,5,1,5,-0.05989372994772835,1.8412257065152642,0.2144188829397604
2138,2138,Washington,0,57,0,1,Asian,,3,2,0,1,1,1,1,1,2,2,-1.584899964827102,-0.4551925376850848,-0.21456318441150887
2139,2139,Connecticut,1,64,0,1,Other,5,5,6,0,3,3,3,3,3,3,2,-0.01175096489321396,0.12553213079247608,0.7003136334555536
2140,2140,New Hampshire,0,63,0,1,White,10,2,1,0,3,2,6,1,2,2,2,0.06085546390927974,-0.11881161756623469,-0.21456318441150887
2141,2141,New York,0,64,0,1,White,,2,1,0,1,1,1,1,2,1,1,-1.584899964827102,-0.643632269514061,-0.6194269716205983
2142,2142,Missouri,1,52,0,1,White,9,5,5,1,3,5,7,1,5,1,3,0.36444640312140714,0.9000377577600748,-0.6194269716205983
2143,2143,Idaho,0,59,0,1,White,11,3,4,0,1,1,1,1,2,1,1,-1.584899964827102,-0.643632269514061,-0.6194269716205983
2144,2144,Washington,0,64,0,1,White,9,2,3,0,2,4,7,2,1,4,1,-0.1569159116544812,-1.204084686093323,0.7028020303636756
2145,2145,Delaware,1,49,0,1,White,12,5,7,0,4,3,6,1,5,4,2,0.5965038179808805,0.5087615515053516,0.27178882756754197
2146,2146,Ohio,0,47,0,1,White,5,2,1,1,4,4,7,1,1,3,1,0.932332878241983,-1.204084686093323,0.052227512737282766
2147,2147,Colorado,1,46,0,1,White,6,4,6,0,3,5,7,3,3,3,3,0.36444640312140714,0.4752937495294623,0.7003136334555536
2148,2148,Florida,1,61,0,1,White,11,3,4,0,2,2,6,3,2,4,2,-0.3562917371972849,-0.11881161756623469,0.9671601641532525
2149,2149,Florida,1,56,0,1,White,8,4,7,0,4,5,6,1,4,1,4,0.8063118780148516,0.9771959950395975,-0.6194269716205983
2150,2150,Texas,1,61,0,1,White,7,4,7,0,4,5,5,1,3,1,1,0.6972726095973313,-0.36156163354223914,-0.6194269716205983
2151,2151,Ohio,0,62,0,1,White,12,3,5,0,3,4,4,1,1,4,2,0.07311750016107817,-0.4551925376850848,0.27178882756754197
2152,2152,Texas,1,46,0,1,White,9,4,7,0,1,1,1,2,4,1,2,-1.584899964827102,0.3012782263605131,-0.138714742127817
2153,2153,Massachusetts,0,54,0,1,White,,1,2,0,1,1,1,1,1,2,1,-1.584899964827102,-1.204084686093323,-0.21456318441150887
2154,2154,Tennessee,,54,1,0,Mixed,7,3,1,0,3,3,7,1,1,5,1,0.2292131098416408,-1.204084686093323,0.38274285616613746
2155,2155,New Mexico,0,58,1,0,White,3,3,2,0,4,2,7,1,4,2,3,0.7460889643831501,0.656604937986723,-0.21456318441150887
2156,2156,Kentucky,1,46,1,0,White,9,5,6,1,3,2,5,3,5,1,4,-0.017325778574398248,1.3010795133602184,0.07016563578523916
2157,2157,Pennsylvania,0,52,1,0,White,4,1,3,0,1,1,1,1,1,1,1,-1.584899964827102,-1.204084686093323,-0.6194269716205983
2158,2158,Arkansas,1,53,1,0,White,7,2,2,1,3,2,3,2,5,2,4,-0.10051965377540337,1.3010795133602184,0.20409480479440348
2159,2159,Iowa,0,51,1,0,White,1,3,4,0,4,1,7,1,5,1,1,0.696112982276354,-0.005524360436810266,-0.6194269716205983
2160,2160,Indiana,0,55,1,0,White,3,3,3,0,2,1,,2,2,1,2,-0.6348525205306609,-0.11881161756623469,-0.138714742127817
2161,2161,Texas,,63,1,0,White,7,4,5,0,4,5,7,2,4,2,4,1.1710973279945556,0.9771959950395975,0.20409480479440348
2162,2162,Indiana,,57,1,0,White,9,1,1,0,3,1,6,1,2,5,2,-0.022651234718676787,-0.11881161756623469,0.38274285616613746
2163,2163,Oregon,0,58,1,0,White,4,2,1,0,2,1,1,1,2,1,1,-0.7667762705382174,-0.643632269514061,-0.6194269716205983
2164,2164,Michigan,1,57,1,0,White,5,4,7,1,4,5,7,2,5,3,5,1.1710973279945556,1.8412257065152642,0.4679751586170238
2165,2165,Iowa,0,51,1,0,White,4,3,4,1,4,2,7,1,3,2,3,0.7460889643831501,0.4752937495294623,-0.21456318441150887
2166,2166,South Carolina,,36,1,1,Black,,4,2,1,4,5,7,,,,,1.1710973279945556,,
2167,2167,Louisiana,1,38,1,1,Black,10,3,3,1,4,6,5,1,3,1,1,0.8917463245108356,-0.36156163354223914,-0.6194269716205983
2168,2168,Washington,0,81,0,0,White,11,3,2,0,2,1,1,2,2,3,2,-0.7667762705382174,-0.11881161756623469,0.4679751586170238
2169,2169,Washington,0,77,0,0,White,9,3,2,0,1,2,1,3,1,3,3,-1.152458049214514,-0.058539060951404244,0.7003136334555536
2170,2170,Massachusetts,1,82,0,0,White,12,4,5,0,1,1,1,3,5,1,3,-1.584899964827102,0.9000377577600748,0.07016563578523916
2171,2171,Texas,1,67,0,0,White,,4,4,1,2,2,7,2,3,3,3,-0.3242372479301743,0.4752937495294623,0.4679751586170238
2172,2172,Idaho,1,70,0,0,White,4,5,7,0,4,5,7,5,5,4,4,1.1710973279945556,1.3010795133602184,1.1894972512769666
2173,2173,Florida,1,69,0,0,White,10,4,6,0,3,3,3,1,4,2,5,-0.01175096489321396,1.3298586245636885,-0.21456318441150887
2174,2174,Arizona,0,77,0,0,White,4,3,6,0,1,1,1,2,2,2,2,-1.584899964827102,-0.11881161756623469,0.20409480479440348
2175,2175,Arizona,0,70,0,0,White,6,,4,0,4,1,,3,3,3,3,0.4893723990010708,0.4752937495294623,0.7003136334555536
2176,2176,New Jersey,,77,0,0,White,6,5,5,0,4,6,7,1,3,3,3,1.6966135178966604,0.4752937495294623,0.052227512737282766
2177,2177,Hawaii,0,68,0,0,White,3,2,3,0,1,1,1,1,2,3,2,-1.584899964827102,-0.11881161756623469,0.052227512737282766
2178,2178,Georgia,0,69,0,0,White,8,4,5,0,2,3,3,2,4,1,3,-0.39255380507813586,0.656604937986723,-0.138714742127817
2179,2179,Pennsylvania,0,67,0,0,White,9,5,4,0,3,2,6,3,3,3,4,0.06085546390927974,0.7740557550449166,0.7003136334555536
2180,2180,Washington,0,66,0,0,White,,3,4,0,2,1,5,1,2,1,4,-0.5095139442235108,0.5270892828849888,-0.6194269716205983
2181,2181,Nevada,1,66,0,0,White,3,3,6,0,3,1,1,4,3,4,5,-0.37133472909038423,1.0932087936347323,1.1319324779186792
2182,2182,Florida,1,67,0,0,White,,4,4,0,3,3,2,1,4,3,4,-0.07291448904513023,0.9771959950395975,0.052227512737282766
2183,2183,Georgia,1,67,0,0,White,6,3,4,1,4,1,5,2,4,2,4,0.3619454050016043,0.9771959950395975,0.20409480479440348
2184,2184,Florida,0,73,0,0,White,6,3,1,0,2,1,1,1,1,2,2,-0.7667762705382174,-0.4551925376850848,-0.21456318441150887
2185,2185,North Carolina,0,74,0,0,White,1,2,1,0,4,2,6,1,2,2,1,0.5217095254077706,-0.643632269514061,-0.21456318441150887
2186,2186,Ohio,1,66,0,0,White,4,5,5,1,4,5,7,5,5,3,5,1.1710973279945556,1.8412257065152642,0.8812815864961803
2187,2187,Pennsylvania,1,76,0,0,White,10,4,7,0,4,4,5,3,5,3,4,0.5730600938704432,1.3010795133602184,0.7003136334555536
2188,2188,California,1,70,0,0,White,6,4,6,0,2,1,1,3,3,3,3,-0.7667762705382174,0.4752937495294623,0.7003136334555536
2189,2189,Michigan,0,82,0,0,White,6,3,3,0,2,2,2,1,1,4,2,-0.5414731491146806,-0.4551925376850848,0.27178882756754197
2190,2190,North Carolina,0,72,0,0,White,5,1,1,0,1,1,1,1,1,3,1,-1.584899964827102,-1.204084686093323,0.052227512737282766
2191,2191,Rhode Island,0,75,0,0,White,10,3,2,0,4,5,6,2,5,3,4,0.8063118780148516,1.3010795133602184,0.4679751586170238
2192,2192,Maryland,,32,1,1,Hispanic,6,2,2,0,2,2,2,1,2,2,2,-0.5414731491146806,-0.11881161756623469,-0.21456318441150887
2193,2193,Texas,1,41,1,0,Hispanic,4,3,6,1,3,2,7,1,1,2,4,0.134815827468296,0.22698873787419577,-0.21456318441150887
2194,2194,New York,1,70,0,1,White,,5,5,0,4,6,5,1,3,1,2,0.8917463245108356,0.12553213079247608,-0.6194269716205983
2195,2195,Michigan,1,65,0,1,White,5,4,5,1,3,1,5,3,5,3,3,-0.10249093214282179,0.9000377577600748,0.7003136334555536
2196,2196,Texas,1,85,0,1,White,,3,4,0,4,6,6,2,3,2,2,1.0215343964466774,0.12553213079247608,0.20409480479440348
2197,2197,California,0,70,0,1,White,9,2,3,0,2,2,5,1,1,2,1,-0.4022057731502161,-1.204084686093323,-0.21456318441150887
2198,2198,Texas,1,67,0,1,White,11,4,5,0,1,2,7,3,5,1,5,-0.7186128774864156,1.8412257065152642,0.07016563578523916
2199,2199,North Carolina,0,66,0,1,White,12,2,1,0,1,1,2,1,1,1,1,-1.1301748847213864,-1.204084686093323,-0.6194269716205983
2200,2200,Oregon,0,75,0,1,White,8,1,1,0,3,3,5,1,1,1,1,0.0693560313642333,-1.204084686093323,-0.6194269716205983
2201,2201,California,0,76,0,1,White,6,3,3,0,1,1,1,1,3,1,4,-1.584899964827102,0.7740557550449166,-0.6194269716205983
2202,2202,Florida,0,65,0,1,White,5,2,3,0,2,1,1,1,3,1,4,-0.7667762705382174,0.7740557550449166,-0.6194269716205983
2203,2203,Texas,1,70,0,1,White,8,4,7,0,4,5,6,3,4,1,5,0.8063118780148516,1.3298586245636885,0.07016563578523916
2204,2204,Wisconsin,1,69,0,1,White,4,5,5,1,4,6,7,4,5,1,5,1.6966135178966604,1.8412257065152642,0.181904360939088
2205,2205,Virginia,0,68,0,1,White,4,3,4,0,2,3,1,1,2,4,1,-0.5660078405964595,-0.643632269514061,0.27178882756754197
2206,2206,Kansas,1,84,0,1,White,8,4,7,1,3,2,5,4,4,3,4,-0.017325778574398248,0.9771959950395975,0.8370448206710984
2207,2207,Massachusetts,0,66,0,1,White,10,2,3,0,3,2,5,1,1,1,1,-0.017325778574398248,-1.204084686093323,-0.6194269716205983
2208,2208,Arizona,1,80,0,1,White,7,4,6,1,4,5,7,3,5,1,5,1.1710973279945556,1.8412257065152642,0.07016563578523916
2209,2209,Pennsylvania,1,68,0,1,White,9,4,7,0,2,3,2,1,5,3,4,-0.4712378518052408,1.3010795133602184,0.052227512737282766
2210,2210,Rhode Island,0,78,0,1,White,,1,1,0,4,5,7,1,1,2,1,1.1710973279945556,-1.204084686093323,-0.21456318441150887
2211,2211,Arizona,1,69,0,1,White,8,3,5,0,1,1,1,3,4,1,5,-1.584899964827102,1.3298586245636885,0.07016563578523916
2212,2212,Florida,1,65,0,1,White,12,3,5,0,2,2,2,2,3,1,3,-0.5414731491146806,0.4752937495294623,-0.138714742127817
2213,2213,Michigan,0,75,0,1,White,9,3,3,0,1,4,1,1,1,2,1,-1.0716507945611982,-1.204084686093323,-0.21456318441150887
2214,2214,Michigan,0,79,0,1,White,11,1,1,0,1,1,1,1,1,1,1,-1.584899964827102,-1.204084686093323,-0.6194269716205983
2215,2215,Illinois,0,88,0,1,White,,1,1,0,2,1,1,3,4,1,1,-0.7667762705382174,-0.18568175463072376,0.07016563578523916
2216,2216,Tennessee,0,34,1,1,Hispanic,4,2,3,0,1,2,1,1,2,2,2,-1.152458049214514,-0.11881161756623469,-0.21456318441150887
2217,2217,New Jersey,0,34,1,1,Hispanic,8,3,2,0,1,1,2,1,1,1,1,-1.1301748847213864,-1.204084686093323,-0.6194269716205983
2218,2218,South Carolina,0,34,1,1,Black,6,2,1,0,4,4,7,1,1,2,1,0.932332878241983,-1.204084686093323,-0.21456318441150887
2219,2219,Texas,0,35,1,0,White,5,3,2,1,3,4,5,2,2,3,3,0.12321677994056492,0.2410719755829464,0.4679751586170238
2220,2220,Florida,0,40,1,0,White,3,2,1,0,2,1,2,2,4,1,3,-0.649736249772667,0.656604937986723,-0.138714742127817
2221,2221,Georgia,0,40,1,0,White,2,,1,0,4,2,6,1,2,1,1,0.5217095254077706,-0.643632269514061,-0.6194269716205983
2222,2222,Ohio,1,53,0,1,White,11,4,6,0,4,4,6,1,4,3,4,0.6704326932816763,0.9771959950395975,0.052227512737282766
2223,2223,Florida,0,54,0,1,White,1,2,1,0,4,1,3,1,4,1,2,0.2685827876835807,0.3012782263605131,-0.6194269716205983
2224,2224,West Virginia,1,50,0,1,White,9,4,7,1,4,5,6,1,5,2,4,0.8063118780148516,1.3010795133602184,-0.21456318441150887
2225,2225,Texas,0,64,0,1,White,7,2,1,0,2,2,2,1,1,2,1,-0.5414731491146806,-1.204084686093323,-0.21456318441150887
2226,2226,Arizona,0,61,0,1,White,3,4,4,1,4,,7,1,2,2,2,1.2289049697342773,-0.11881161756623469,-0.21456318441150887
2227,2227,Missouri,1,53,0,1,White,10,5,7,0,3,2,5,2,3,2,4,-0.017325778574398248,0.7740557550449166,0.20409480479440348
2228,2228,North Carolina,1,64,0,1,White,9,4,6,0,3,3,3,4,4,4,3,-0.01175096489321396,0.656604937986723,1.1319324779186792
2229,2229,Missouri,1,50,0,1,White,8,5,5,1,3,5,5,1,4,4,2,0.1681370821309143,0.3012782263605131,0.27178882756754197
2230,2230,Massachusetts,0,46,0,1,White,10,3,2,0,2,5,2,2,2,2,2,-0.42940622026885816,-0.11881161756623469,0.20409480479440348
2231,2231,Wyoming,1,64,0,1,White,9,4,7,0,4,6,7,1,4,1,3,1.6966135178966604,0.656604937986723,-0.6194269716205983
2232,2232,Missouri,0,62,0,1,White,4,3,2,1,4,2,7,2,1,3,2,0.7460889643831501,-0.4551925376850848,0.4679751586170238
2233,2233,Utah,0,61,0,1,White,8,4,6,0,3,2,6,1,5,2,1,0.06085546390927974,-0.005524360436810266,-0.21456318441150887
2234,2234,California,0,54,0,1,White,11,5,7,0,4,4,7,1,2,2,4,0.932332878241983,0.5270892828849888,-0.21456318441150887
2235,2235,Colorado,0,62,0,1,White,2,3,1,0,1,3,6,1,1,1,1,-0.6274491177408835,-1.204084686093323,-0.6194269716205983
2236,2236,Illinois,1,55,0,1,White,8,4,5,0,2,2,2,3,4,2,4,-0.5414731491146806,0.9771959950395975,0.41619695773708365
2237,2237,Georgia,1,57,0,1,White,3,5,7,1,4,5,7,1,5,1,1,1.1710973279945556,-0.005524360436810266,-0.6194269716205983
2238,2238,Georgia,0,49,0,1,White,10,4,6,0,2,2,1,1,2,2,3,-0.6379528989777166,0.2410719755829464,-0.21456318441150887
2239,2239,New York,1,63,0,1,White,,3,4,0,2,1,3,3,5,1,3,-0.5681070390347422,0.9000377577600748,0.07016563578523916
2240,2240,Louisiana,1,62,0,1,White,6,3,4,0,3,1,5,3,4,1,3,-0.10249093214282179,0.656604937986723,0.07016563578523916
2241,2241,North Carolina,1,64,0,1,White,,4,6,0,3,2,3,2,3,2,4,-0.10051965377540337,0.7740557550449166,0.20409480479440348
2242,2242,Arizona,0,47,0,1,White,,1,1,0,3,3,3,1,1,1,1,-0.01175096489321396,-1.204084686093323,-0.6194269716205983
2243,2243,Mississippi,1,60,0,1,White,8,3,5,0,2,1,4,2,2,1,4,-0.5390180618325071,0.5270892828849888,-0.138714742127817
2244,2244,Florida,1,46,0,1,White,4,4,7,1,4,2,5,2,2,2,2,0.4187504168179147,-0.11881161756623469,0.20409480479440348
2245,2245,New York,1,56,0,1,Mixed,10,4,4,0,4,6,7,2,4,1,4,1.6966135178966604,0.9771959950395975,-0.138714742127817
2246,2246,Missouri,1,61,0,1,Other,,3,4,0,4,5,6,5,5,1,3,0.8063118780148516,0.9000377577600748,0.2144188829397604
2247,2247,Alaska,1,54,0,1,Other,4,4,5,1,4,3,7,5,5,1,5,0.834777050820967,1.8412257065152642,0.2144188829397604
2248,2248,Hawaii,1,64,0,1,Other,6,4,7,1,4,5,7,2,5,1,5,1.1710973279945556,1.8412257065152642,-0.138714742127817
2249,2249,Florida,0,57,1,0,Black,4,2,1,1,4,2,6,1,2,2,1,0.5217095254077706,-0.643632269514061,-0.21456318441150887
2250,2250,Alabama,0,64,1,0,Black,1,2,2,1,3,2,6,2,1,4,2,0.06085546390927974,-0.4551925376850848,0.7028020303636756
2251,2251,Georgia,0,45,1,0,Black,6,2,1,0,3,1,3,1,2,1,1,-0.19168062892264578,-0.643632269514061,-0.6194269716205983
2252,2252,Georgia,,55,1,0,Black,3,4,1,1,4,4,7,1,1,1,5,0.932332878241983,0.5086038905860063,-0.6194269716205983
2253,2253,Illinois,0,59,1,0,Black,4,1,2,0,1,1,1,1,1,1,1,-1.584899964827102,-1.204084686093323,-0.6194269716205983
2254,2254,Florida,0,46,1,0,Black,6,2,1,0,3,1,5,1,1,4,1,-0.10249093214282179,-1.204084686093323,0.27178882756754197
2255,2255,Massachusetts,,26,1,0,White,1,,4,0,4,2,2,3,5,1,1,0.2959877979328993,-0.005524360436810266,0.07016563578523916
2256,2256,New Jersey,,51,1,1,Black,3,1,1,0,4,5,7,,,,,1.1710973279945556,,
2257,2257,Illinois,0,55,1,1,Black,,3,3,0,3,2,6,2,2,1,2,0.06085546390927974,-0.11881161756623469,-0.138714742127817
2258,2258,Pennsylvania,,18,1,0,White,1,4,6,0,2,1,7,1,4,4,2,-0.44628461614644405,0.3012782263605131,0.27178882756754197
2259,2259,Washington,1,72,0,0,White,4,4,5,0,2,2,2,2,4,2,2,-0.5414731491146806,0.3012782263605131,0.20409480479440348
2260,2260,Michigan,0,64,0,0,Black,2,1,2,1,1,1,7,1,1,5,1,-0.945162507290458,-1.204084686093323,0.38274285616613746
2261,2261,Arkansas,0,40,0,1,White,,1,1,0,1,2,1,1,1,1,1,-1.152458049214514,-1.204084686093323,-0.6194269716205983
2262,2262,Massachusetts,0,37,0,1,White,9,1,1,0,4,5,5,1,1,1,1,0.6972726095973313,-1.204084686093323,-0.6194269716205983
2263,2263,Colorado,0,42,0,1,White,11,1,1,0,1,1,1,1,1,1,1,-1.584899964827102,-1.204084686093323,-0.6194269716205983
2264,2264,Illinois,0,35,0,1,White,,2,3,1,4,5,7,1,1,1,1,1.1710973279945556,-1.204084686093323,-0.6194269716205983
2265,2265,California,,36,0,1,Asian,7,3,3,0,2,2,3,3,1,4,2,-0.46514077757936584,-0.4551925376850848,0.9671601641532525
2266,2266,Connecticut,0,71,1,1,Black,3,2,1,1,4,6,7,1,1,1,1,1.6966135178966604,-1.204084686093323,-0.6194269716205983
2267,2267,Illinois,,73,1,1,Black,7,2,1,1,4,5,7,,,,,1.1710973279945556,,
2268,2268,California,0,55,1,1,Mixed,6,3,4,0,1,1,1,1,1,2,1,-1.584899964827102,-1.204084686093323,-0.21456318441150887
2269,2269,Indiana,0,64,0,0,Black,,3,3,1,4,5,7,1,1,1,1,1.1710973279945556,-1.204084686093323,-0.6194269716205983
2270,2270,Indiana,0,55,0,0,Black,,2,1,0,4,3,5,1,2,1,1,0.4989738850617788,-0.643632269514061,-0.6194269716205983
2271,2271,Texas,1,29,1,0,White,4,4,6,1,4,6,7,1,4,1,4,1.6966135178966604,0.9771959950395975,-0.6194269716205983
2272,2272,New York,0,58,1,0,Black,2,2,2,0,3,2,2,1,1,2,4,-0.16840158788791199,0.22698873787419577,-0.21456318441150887
2273,2273,Texas,,30,1,0,Native American,5,3,,0,3,3,2,,3,3,1,-0.07291448904513023,-0.36156163354223914,0.30697992533764323
2274,2274,Pennsylvania,1,67,0,0,Hispanic,10,3,4,0,4,6,5,2,4,3,3,0.8917463245108356,0.656604937986723,0.4679751586170238
2275,2275,Georgia,,35,1,0,White,8,,4,0,1,1,1,1,2,2,1,-1.584899964827102,-0.643632269514061,-0.21456318441150887
2276,2276,South Carolina,0,41,1,0,White,7,,,1,3,2,3,1,3,1,1,-0.10051965377540337,-0.36156163354223914,-0.6194269716205983
2277,2277,Pennsylvania,0,31,1,0,White,9,2,1,0,3,1,1,3,3,3,3,-0.37133472909038423,0.4752937495294623,0.7003136334555536
2278,2278,Ohio,0,38,1,0,White,7,2,1,0,1,2,2,1,1,1,2,-0.9244283593455365,-0.4551925376850848,-0.6194269716205983
2279,2279,South Carolina,1,37,1,0,White,10,4,7,1,4,5,7,1,5,3,3,1.1710973279945556,0.9000377577600748,0.052227512737282766
2280,2280,Pennsylvania,1,36,1,0,White,4,5,6,0,2,3,5,1,5,3,1,-0.3207903715799198,-0.005524360436810266,0.052227512737282766
2281,2281,West Virginia,0,41,1,0,White,9,1,1,0,1,1,2,1,2,1,1,-1.1301748847213864,-0.643632269514061,-0.6194269716205983
2282,2282,Illinois,1,41,1,1,White,3,3,5,0,4,1,7,1,5,2,4,0.696112982276354,1.3010795133602184,-0.21456318441150887
2283,2283,Missouri,1,36,1,1,White,9,4,6,0,4,4,6,2,3,2,4,0.6704326932816763,0.7740557550449166,0.20409480479440348
2284,2284,Oklahoma,1,31,1,1,White,9,4,7,1,4,5,7,3,4,2,4,1.1710973279945556,0.9771959950395975,0.41619695773708365
2285,2285,Texas,0,40,1,1,White,9,2,1,0,3,4,5,2,2,1,2,0.12321677994056492,-0.11881161756623469,-0.138714742127817
2286,2286,Massachusetts,0,68,0,0,White,8,3,3,0,1,1,1,1,2,2,1,-1.584899964827102,-0.643632269514061,-0.21456318441150887
2287,2287,Louisiana,,73,0,0,White,,2,1,0,1,1,2,1,1,1,1,-1.1301748847213864,-1.204084686093323,-0.6194269716205983
2288,2288,Florida,1,82,0,0,White,3,4,7,0,2,3,2,3,2,2,2,-0.4712378518052408,-0.11881161756623469,0.41619695773708365
2289,2289,Florida,1,69,0,0,White,3,4,7,0,3,1,5,1,3,2,5,-0.10249093214282179,1.0932087936347323,-0.21456318441150887
2290,2290,Colorado,1,65,0,0,White,,3,4,0,1,1,1,3,3,1,4,-1.584899964827102,0.7740557550449166,0.07016563578523916
2291,2291,North Carolina,1,75,0,0,White,8,4,5,0,3,4,,3,3,3,2,0.13221405551014986,0.12553213079247608,0.7003136334555536
2292,2292,Arizona,1,69,0,0,White,2,4,7,0,3,2,7,2,3,4,3,0.134815827468296,0.4752937495294623,0.7028020303636756
2293,2293,Minnesota,1,69,0,0,White,4,5,7,0,3,4,6,2,5,3,4,0.20629624951242795,1.3010795133602184,0.4679751586170238
2294,2294,Florida,0,23,1,1,White,2,2,1,0,1,1,1,1,1,2,1,-1.584899964827102,-1.204084686093323,-0.21456318441150887
2295,2295,Alaska,0,26,1,1,White,1,4,5,0,3,5,5,2,2,2,1,0.1681370821309143,-0.643632269514061,0.20409480479440348
2296,2296,Virginia,0,29,1,1,White,,3,2,0,4,2,6,1,1,2,2,0.5217095254077706,-0.4551925376850848,-0.21456318441150887
2297,2297,Michigan,0,27,1,1,White,6,2,2,0,1,3,2,1,2,2,2,-0.8597065631624138,-0.11881161756623469,-0.21456318441150887
2298,2298,Illinois,0,59,1,0,White,5,4,2,0,3,2,2,2,3,2,3,-0.16840158788791199,0.4752937495294623,0.20409480479440348
2299,2299,North Carolina,1,45,1,0,White,4,5,7,1,4,2,7,5,1,1,2,0.7460889643831501,-0.4551925376850848,0.2144188829397604
2300,2300,Virginia,0,64,1,0,White,9,2,1,0,4,6,7,1,2,2,2,1.6966135178966604,-0.11881161756623469,-0.21456318441150887
2301,2301,Oregon,1,59,1,0,White,8,4,5,0,3,3,2,4,5,3,4,-0.07291448904513023,1.3010795133602184,0.8370448206710984
2302,2302,Ohio,,45,1,0,White,9,1,1,0,1,1,1,2,1,4,1,-1.584899964827102,-1.204084686093323,0.7028020303636756
2303,2303,Missouri,1,62,1,0,White,4,3,6,1,4,2,5,3,5,4,1,0.4187504168179147,-0.005524360436810266,0.9671601641532525
2304,2304,Alabama,1,60,1,0,White,9,4,6,1,4,4,7,3,4,3,4,0.932332878241983,0.9771959950395975,0.7003136334555536
2305,2305,California,1,60,1,0,White,5,,7,1,4,5,6,3,5,2,1,0.8063118780148516,-0.005524360436810266,0.41619695773708365
2306,2306,Florida,1,53,1,0,White,6,3,4,0,3,2,6,2,2,3,2,0.06085546390927974,-0.11881161756623469,0.4679751586170238
2307,2307,Georgia,1,63,1,0,White,3,4,7,1,4,5,7,3,4,2,4,1.1710973279945556,0.9771959950395975,0.41619695773708365
2308,2308,Ohio,0,53,1,0,White,8,3,1,1,3,2,7,2,3,2,1,0.134815827468296,-0.36156163354223914,0.20409480479440348
2309,2309,Tennessee,1,61,1,0,White,,4,7,0,4,1,5,1,2,4,1,0.3619454050016043,-0.643632269514061,0.27178882756754197
2310,2310,Kentucky,1,50,1,0,White,7,4,5,1,4,6,6,2,3,2,4,1.0215343964466774,0.7740557550449166,0.20409480479440348
2311,2311,New Mexico,0,64,1,0,White,5,2,1,0,4,2,6,2,3,2,3,0.5217095254077706,0.4752937495294623,0.20409480479440348
2312,2312,Connecticut,1,59,1,0,White,9,4,7,1,4,5,6,2,5,3,2,0.8063118780148516,0.5087615515053516,0.4679751586170238
2313,2313,Tennessee,,57,1,0,White,5,,2,1,4,3,3,1,3,2,1,0.43245017666040364,-0.36156163354223914,-0.21456318441150887
2314,2314,Florida,1,63,1,0,White,5,4,5,0,4,1,7,2,2,3,2,0.696112982276354,-0.11881161756623469,0.4679751586170238
2315,2315,Virginia,1,51,1,0,White,7,5,7,0,4,5,7,1,5,3,1,1.1710973279945556,-0.005524360436810266,0.052227512737282766
2316,2316,California,,56,1,0,White,2,3,4,0,2,1,2,4,3,2,2,-0.649736249772667,0.12553213079247608,0.5353182699545874
2317,2317,New York,0,58,1,0,White,12,2,1,0,1,1,2,1,1,1,1,-1.1301748847213864,-1.204084686093323,-0.6194269716205983
2318,2318,Michigan,0,63,1,0,White,7,3,4,0,2,1,2,1,1,3,2,-0.649736249772667,-0.4551925376850848,0.052227512737282766
2319,2319,Colorado,,54,1,0,White,2,3,6,1,4,6,7,1,4,1,2,1.6966135178966604,0.3012782263605131,-0.6194269716205983
2320,2320,Arizona,0,64,1,0,White,6,2,1,0,3,1,7,1,2,1,1,0.04907416057739689,-0.643632269514061,-0.6194269716205983
2321,2321,Maryland,1,52,1,0,White,10,4,6,0,3,3,7,2,5,3,3,0.2292131098416408,0.9000377577600748,0.4679751586170238
2322,2322,Wisconsin,1,56,1,0,White,,,4,1,4,5,6,1,3,1,1,0.8063118780148516,-0.36156163354223914,-0.6194269716205983
2323,2323,Alabama,1,51,1,0,White,6,4,7,1,4,6,7,2,4,2,4,1.6966135178966604,0.9771959950395975,0.20409480479440348
2324,2324,Ohio,1,63,1,0,White,6,4,6,1,4,5,7,3,4,1,5,1.1710973279945556,1.3298586245636885,0.07016563578523916
2325,2325,Ohio,0,56,1,0,White,,3,4,1,3,3,3,1,1,3,2,-0.01175096489321396,-0.4551925376850848,0.052227512737282766
2326,2326,Missouri,1,60,1,0,Other,1,4,4,0,1,1,7,2,4,2,4,-0.945162507290458,0.9771959950395975,0.20409480479440348
2327,2327,California,0,53,1,0,Mixed,6,1,1,0,1,2,2,1,1,1,1,-0.9244283593455365,-1.204084686093323,-0.6194269716205983
2328,2328,Tennessee,1,59,1,0,Middle Eastern,1,4,6,0,4,6,7,1,3,1,3,1.6966135178966604,0.4752937495294623,-0.6194269716205983
2329,2329,Indiana,0,54,1,1,White,11,3,2,0,3,2,7,1,1,2,2,0.134815827468296,-0.4551925376850848,-0.21456318441150887
2330,2330,Ohio,0,64,1,1,White,10,3,3,0,4,5,7,1,2,1,2,1.1710973279945556,-0.11881161756623469,-0.6194269716205983
